OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
1271,2021/02/25 15:00:00+00,Garrett                                           ,45,5059,123,2229,,0
1272,2021/02/26 15:00:00+00,Garrett                                           ,81,5140,428,2657,,0
1273,2021/02/27 15:00:00+00,Garrett                                           ,111,5251,1,2658,,0
1274,2021/02/28 15:00:00+00,Garrett                                           ,17,5268,1,2659,,0
1275,2021/03/01 15:00:00+00,Garrett                                           ,87,5355,49,2708,,0
1276,2021/03/02 15:00:00+00,Garrett                                           ,32,5387,53,2761,,0
1277,2021/03/03 15:00:00+00,Garrett                                           ,32,5419,358,3119,,0
1278,2021/03/04 15:00:00+00,Garrett                                           ,62,5481,32,3151,,0
1279,2021/03/05 15:00:00+00,Garrett                                           ,225,5706,162,3313,19,19
1280,2021/03/06 15:00:00+00,Garrett                                           ,87,5793,11,3324,1,20
1281,2021/03/07 15:00:00+00,Garrett                                           ,10,5803,14,3338,,20
1282,2021/03/08 15:00:00+00,Garrett                                           ,309,6112,88,3426,,20
1283,2021/03/09 15:00:00+00,Garrett                                           ,39,6151,120,3546,14,34
1284,2021/03/10 15:00:00+00,Garrett                                           ,45,6196,144,3690,,34
1285,2021/03/11 15:00:00+00,Garrett                                           ,46,6242,67,3757,,34
1286,2021/03/12 15:00:00+00,Garrett                                           ,174,6416,360,4117,12,46
1287,2021/03/13 15:00:00+00,Garrett                                           ,14,6430,9,4126,,46
1288,2021/03/14 15:00:00+00,Garrett                                           ,8,6438,4,4130,,46
1289,2021/03/15 15:00:00+00,Garrett                                           ,58,6496,21,4151,,46
1290,2021/03/16 15:00:00+00,Garrett                                           ,107,6603,41,4192,65,111
1291,2021/03/17 15:00:00+00,Garrett                                           ,48,6651,11,4203,,111
1292,2021/03/18 15:00:00+00,Garrett                                           ,63,6714,17,4220,1,112
1293,2021/03/19 15:00:00+00,Garrett                                           ,156,6870,253,4473,30,142
1294,2021/03/20 15:00:00+00,Garrett                                           ,15,6885,2,4475,,142
1295,2021/03/21 15:00:00+00,Garrett                                           ,34,6919,1,4476,,142
1296,2021/03/22 15:00:00+00,Garrett                                           ,53,6972,17,4493,,142
1297,2021/03/23 15:00:00+00,Garrett                                           ,50,7022,37,4530,10,152
1298,2021/03/24 15:00:00+00,Garrett                                           ,133,7155,203,4733,7,159
1299,2021/03/25 15:00:00+00,Garrett                                           ,61,7216,26,4759,3,162
1300,2021/03/26 15:00:00+00,Garrett                                           ,267,7483,99,4858,6,168
1301,2021/03/27 15:00:00+00,Garrett                                           ,11,7494,8,4866,2,170
1302,2021/03/28 15:00:00+00,Garrett                                           ,31,7525,14,4880,1,171
1303,2021/03/29 15:00:00+00,Garrett                                           ,72,7597,19,4899,,171
1304,2021/03/30 15:00:00+00,Garrett                                           ,167,7764,46,4945,1,172
1305,2021/03/31 15:00:00+00,Garrett                                           ,126,7890,86,5031,2,174
1306,2021/04/01 15:00:00+00,Garrett                                           ,164,8054,52,5083,153,327
1307,2021/04/02 15:00:00+00,Garrett                                           ,73,8127,4,5087,7,334
1308,2020/12/16 15:00:00+00,Harford                                           ,51,51,,0,,0
1309,2020/12/17 15:00:00+00,Harford                                           ,66,117,,0,,0
1310,2020/12/18 15:00:00+00,Harford                                           ,126,243,,0,,0
1311,2020/12/19 15:00:00+00,Harford                                           ,38,281,,0,,0
1312,2020/12/20 15:00:00+00,Harford                                           ,23,304,,0,,0
1313,2020/12/21 15:00:00+00,Harford                                           ,282,586,,0,,0
1314,2020/12/22 15:00:00+00,Harford                                           ,269,855,,0,,0
1315,2020/12/23 15:00:00+00,Harford                                           ,203,1058,,0,,0
1316,2020/12/24 15:00:00+00,Harford                                           ,100,1158,,0,,0
1317,2020/12/25 15:00:00+00,Harford                                           ,169,1327,,0,,0
1318,2020/12/26 15:00:00+00,Harford                                           ,127,1454,,0,,0
1319,2020/12/27 15:00:00+00,Harford                                           ,55,1509,,0,,0
1320,2020/12/28 15:00:00+00,Harford                                           ,602,2111,,0,,0
1321,2020/12/29 15:00:00+00,Harford                                           ,525,2636,1,1,,0
1322,2020/12/30 15:00:00+00,Harford                                           ,608,3244,,1,,0
1323,2020/12/31 15:00:00+00,Harford                                           ,208,3452,,1,,0
1324,2021/01/01 15:00:00+00,Harford                                           ,106,3558,,1,,0
1325,2021/01/02 15:00:00+00,Harford                                           ,123,3681,1,2,,0
1326,2021/01/03 15:00:00+00,Harford                                           ,104,3785,2,4,,0
1327,2021/01/04 15:00:00+00,Harford                                           ,776,4561,10,14,,0
1328,2021/01/05 15:00:00+00,Harford                                           ,726,5287,31,45,,0
1329,2021/01/06 15:00:00+00,Harford                                           ,848,6135,76,121,,0
1330,2021/01/07 15:00:00+00,Harford                                           ,903,7038,87,208,,0
1331,2021/01/08 15:00:00+00,Harford                                           ,738,7776,103,311,,0
1332,2021/01/09 15:00:00+00,Harford                                           ,80,7856,26,337,,0
1333,2021/01/10 15:00:00+00,Harford                                           ,41,7897,12,349,,0
1334,2021/01/11 15:00:00+00,Harford                                           ,703,8600,200,549,,0
1335,2021/01/12 15:00:00+00,Harford                                           ,690,9290,220,769,,0
1336,2021/01/13 15:00:00+00,Harford                                           ,797,10087,177,946,,0
1337,2021/01/14 15:00:00+00,Harford                                           ,831,10918,105,1051,,0
1338,2021/01/15 15:00:00+00,Harford                                           ,615,11533,205,1256,,0
1339,2021/01/16 15:00:00+00,Harford                                           ,107,11640,25,1281,,0
1340,2021/01/17 15:00:00+00,Harford                                           ,39,11679,40,1321,,0
1341,2021/01/18 15:00:00+00,Harford                                           ,316,11995,120,1441,,0
1342,2021/01/19 15:00:00+00,Harford                                           ,874,12869,204,1645,,0
1343,2021/01/20 15:00:00+00,Harford                                           ,902,13771,168,1813,,0
1344,2021/01/21 15:00:00+00,Harford                                           ,982,14753,172,1985,,0
1345,2021/01/22 15:00:00+00,Harford                                           ,1459,16212,175,2160,,0
1346,2021/01/23 15:00:00+00,Harford                                           ,308,16520,45,2205,,0
1347,2021/01/24 15:00:00+00,Harford                                           ,322,16842,48,2253,,0
1348,2021/01/25 15:00:00+00,Harford                                           ,937,17779,387,2640,,0
1349,2021/01/26 15:00:00+00,Harford                                           ,849,18628,448,3088,,0
1350,2021/01/27 15:00:00+00,Harford                                           ,1369,19997,720,3808,,0
1351,2021/01/28 15:00:00+00,Harford                                           ,1084,21081,365,4173,,0
1352,2021/01/29 15:00:00+00,Harford                                           ,1281,22362,283,4456,,0
1353,2021/01/30 15:00:00+00,Harford                                           ,586,22948,95,4551,,0
1354,2021/01/31 15:00:00+00,Harford                                           ,128,23076,18,4569,,0
1355,2021/02/01 15:00:00+00,Harford                                           ,137,23213,225,4794,,0
1356,2021/02/02 15:00:00+00,Harford                                           ,296,23509,569,5363,,0
1357,2021/02/03 15:00:00+00,Harford                                           ,652,24161,1015,6378,,0
1358,2021/02/04 15:00:00+00,Harford                                           ,655,24816,863,7241,,0
1359,2021/02/05 15:00:00+00,Harford                                           ,613,25429,747,7988,,0
1360,2021/02/06 15:00:00+00,Harford                                           ,541,25970,90,8078,,0
1361,2021/02/07 15:00:00+00,Harford                                           ,92,26062,139,8217,,0
1362,2021/02/08 15:00:00+00,Harford                                           ,274,26336,782,8999,,0
1363,2021/02/09 15:00:00+00,Harford                                           ,424,26760,706,9705,,0
1364,2021/02/10 15:00:00+00,Harford                                           ,804,27564,1333,11038,,0
1365,2021/02/11 15:00:00+00,Harford                                           ,838,28402,477,11515,,0
1366,2021/02/12 15:00:00+00,Harford                                           ,668,29070,580,12095,,0
1367,2021/02/13 15:00:00+00,Harford                                           ,192,29262,68,12163,,0
1368,2021/02/14 15:00:00+00,Harford                                           ,176,29438,16,12179,,0
1369,2021/02/15 15:00:00+00,Harford                                           ,400,29838,717,12896,,0
1370,2021/02/16 15:00:00+00,Harford                                           ,371,30209,1042,13938,,0
1371,2021/02/17 15:00:00+00,Harford                                           ,773,30982,1562,15500,,0
1372,2021/02/18 15:00:00+00,Harford                                           ,64,31046,161,15661,,0
1373,2021/02/19 15:00:00+00,Harford                                           ,601,31647,1135,16796,,0
1374,2021/02/20 15:00:00+00,Harford                                           ,231,31878,531,17327,,0
1375,2021/02/21 15:00:00+00,Harford                                           ,86,31964,146,17473,,0
1376,2021/02/22 15:00:00+00,Harford                                           ,193,32157,854,18327,,0
1377,2021/02/23 15:00:00+00,Harford                                           ,462,32619,616,18943,,0
1378,2021/02/24 15:00:00+00,Harford                                           ,1178,33797,1029,19972,,0
1379,2021/02/25 15:00:00+00,Harford                                           ,930,34727,1010,20982,,0
1380,2021/02/26 15:00:00+00,Harford                                           ,1653,36380,1359,22341,,0
1381,2021/02/27 15:00:00+00,Harford                                           ,643,37023,314,22655,,0
1382,2021/02/28 15:00:00+00,Harford                                           ,564,37587,62,22717,,0
1383,2021/03/01 15:00:00+00,Harford                                           ,847,38434,286,23003,,0
1384,2021/03/02 15:00:00+00,Harford                                           ,1328,39762,547,23550,,0
1385,2021/03/03 15:00:00+00,Harford                                           ,1904,41666,634,24184,2,2
1386,2021/03/04 15:00:00+00,Harford                                           ,1153,42819,489,24673,92,94
1387,2021/03/05 15:00:00+00,Harford                                           ,839,43658,639,25312,105,199
1388,2021/03/06 15:00:00+00,Harford                                           ,671,44329,190,25502,164,363
1389,2021/03/07 15:00:00+00,Harford                                           ,574,44903,104,25606,259,622
1390,2021/03/08 15:00:00+00,Harford                                           ,1048,45951,207,25813,199,821
1391,2021/03/09 15:00:00+00,Harford                                           ,1547,47498,503,26316,202,1023
1392,2021/03/10 15:00:00+00,Harford                                           ,1452,48950,479,26795,260,1283
1393,2021/03/11 15:00:00+00,Harford                                           ,1599,50549,512,27307,94,1377
1394,2021/03/12 15:00:00+00,Harford                                           ,1532,52081,837,28144,25,1402
1395,2021/03/13 15:00:00+00,Harford                                           ,828,52909,179,28323,11,1413
1396,2021/03/14 15:00:00+00,Harford                                           ,537,53446,172,28495,9,1422
1397,2021/03/15 15:00:00+00,Harford                                           ,1016,54462,355,28850,9,1431
1398,2021/03/16 15:00:00+00,Harford                                           ,1405,55867,419,29269,14,1445
1399,2021/03/17 15:00:00+00,Harford                                           ,1379,57246,850,30119,24,1469
1400,2021/03/18 15:00:00+00,Harford                                           ,1284,58530,354,30473,69,1538
1401,2021/03/19 15:00:00+00,Harford                                           ,1505,60035,773,31246,14,1552
1402,2021/03/20 15:00:00+00,Harford                                           ,875,60910,191,31437,15,1567
1403,2021/03/21 15:00:00+00,Harford                                           ,653,61563,119,31556,11,1578
1404,2021/03/22 15:00:00+00,Harford                                           ,1167,62730,241,31797,6,1584
1405,2021/03/23 15:00:00+00,Harford                                           ,2126,64856,568,32365,64,1648
1406,2021/03/24 15:00:00+00,Harford                                           ,1352,66208,1282,33647,25,1673
1407,2021/03/25 15:00:00+00,Harford                                           ,1069,67277,894,34541,78,1751
1408,2021/03/26 15:00:00+00,Harford                                           ,1329,68606,1812,36353,28,1779
1409,2021/03/27 15:00:00+00,Harford                                           ,997,69603,394,36747,30,1809
1410,2021/03/28 15:00:00+00,Harford                                           ,600,70203,445,37192,6,1815
1411,2021/03/29 15:00:00+00,Harford                                           ,761,70964,1012,38204,27,1842
1412,2021/03/30 15:00:00+00,Harford                                           ,1301,72265,1680,39884,82,1924
1413,2021/03/31 15:00:00+00,Harford                                           ,1439,73704,2060,41944,71,1995
1414,2021/04/01 15:00:00+00,Harford                                           ,852,74556,991,42935,211,2206
1415,2021/04/02 15:00:00+00,Harford                                           ,446,75002,784,43719,239,2445
1416,2020/12/16 15:00:00+00,Howard                                            ,54,54,,0,,0
1417,2020/12/17 15:00:00+00,Howard                                            ,107,161,,0,,0
1418,2020/12/18 15:00:00+00,Howard                                            ,236,397,,0,,0
1419,2020/12/19 15:00:00+00,Howard                                            ,89,486,,0,,0
1420,2020/12/20 15:00:00+00,Howard                                            ,12,498,,0,,0
1421,2020/12/21 15:00:00+00,Howard                                            ,345,843,1,1,,0
1422,2020/12/22 15:00:00+00,Howard                                            ,437,1280,,1,,0
1423,2020/12/23 15:00:00+00,Howard                                            ,357,1637,,1,,0
1424,2020/12/24 15:00:00+00,Howard                                            ,216,1853,,1,,0
1425,2020/12/25 15:00:00+00,Howard                                            ,37,1890,,1,,0
1426,2020/12/26 15:00:00+00,Howard                                            ,199,2089,1,2,,0
1427,2020/12/27 15:00:00+00,Howard                                            ,88,2177,,2,,0
1428,2020/12/28 15:00:00+00,Howard                                            ,717,2894,,2,,0
1429,2020/12/29 15:00:00+00,Howard                                            ,614,3508,,2,,0
1430,2020/12/30 15:00:00+00,Howard                                            ,733,4241,1,3,,0
1431,2020/12/31 15:00:00+00,Howard                                            ,505,4746,,3,,0
1432,2021/01/01 15:00:00+00,Howard                                            ,60,4806,1,4,,0
1433,2021/01/02 15:00:00+00,Howard                                            ,173,4979,,4,,0
1434,2021/01/03 15:00:00+00,Howard                                            ,137,5116,3,7,,0
1435,2021/01/04 15:00:00+00,Howard                                            ,940,6056,38,45,,0
1436,2021/01/05 15:00:00+00,Howard                                            ,843,6899,50,95,,0
1437,2021/01/06 15:00:00+00,Howard                                            ,827,7726,94,189,,0
1438,2021/01/07 15:00:00+00,Howard                                            ,1113,8839,157,346,,0
1439,2021/01/08 15:00:00+00,Howard                                            ,1038,9877,211,557,,0
1440,2021/01/09 15:00:00+00,Howard                                            ,395,10272,103,660,,0
1441,2021/01/10 15:00:00+00,Howard                                            ,120,10392,32,692,,0
1442,2021/01/11 15:00:00+00,Howard                                            ,478,10870,272,964,,0
1443,2021/01/12 15:00:00+00,Howard                                            ,579,11449,398,1362,,0
1444,2021/01/13 15:00:00+00,Howard                                            ,1031,12480,224,1586,,0
1445,2021/01/14 15:00:00+00,Howard                                            ,1055,13535,116,1702,,0
1446,2021/01/15 15:00:00+00,Howard                                            ,1000,14535,159,1861,,0
1447,2021/01/16 15:00:00+00,Howard                                            ,479,15014,133,1994,,0
1448,2021/01/17 15:00:00+00,Howard                                            ,77,15091,41,2035,,0
1449,2021/01/18 15:00:00+00,Howard                                            ,636,15727,230,2265,,0
1450,2021/01/19 15:00:00+00,Howard                                            ,883,16610,269,2534,,0
1451,2021/01/20 15:00:00+00,Howard                                            ,563,17173,291,2825,,0
1452,2021/01/21 15:00:00+00,Howard                                            ,1281,18454,254,3079,,0
1453,2021/01/22 15:00:00+00,Howard                                            ,1603,20057,221,3300,,0
1454,2021/01/23 15:00:00+00,Howard                                            ,434,20491,66,3366,,0
1455,2021/01/24 15:00:00+00,Howard                                            ,65,20556,43,3409,,0
1456,2021/01/25 15:00:00+00,Howard                                            ,1124,21680,420,3829,,0
1457,2021/01/26 15:00:00+00,Howard                                            ,698,22378,389,4218,,0
1458,2021/01/27 15:00:00+00,Howard                                            ,1450,23828,550,4768,,0
1459,2021/01/28 15:00:00+00,Howard                                            ,1688,25516,656,5424,,0
1460,2021/01/29 15:00:00+00,Howard                                            ,1945,27461,428,5852,,0
1461,2021/01/30 15:00:00+00,Howard                                            ,2969,30430,179,6031,,0
1462,2021/01/31 15:00:00+00,Howard                                            ,127,30557,41,6072,,0
1463,2021/02/01 15:00:00+00,Howard                                            ,151,30708,197,6269,,0
1464,2021/02/02 15:00:00+00,Howard                                            ,462,31170,583,6852,,0
1465,2021/02/03 15:00:00+00,Howard                                            ,994,32164,1693,8545,,0
1466,2021/02/04 15:00:00+00,Howard                                            ,1349,33513,1007,9552,,0
1467,2021/02/05 15:00:00+00,Howard                                            ,1442,34955,927,10479,,0
1468,2021/02/06 15:00:00+00,Howard                                            ,777,35732,423,10902,,0
1469,2021/02/07 15:00:00+00,Howard                                            ,700,36432,55,10957,,0
1470,2021/02/08 15:00:00+00,Howard                                            ,661,37093,506,11463,,0
1471,2021/02/09 15:00:00+00,Howard                                            ,1153,38246,434,11897,,0
1472,2021/02/10 15:00:00+00,Howard                                            ,1570,39816,985,12882,,0
1473,2021/02/11 15:00:00+00,Howard                                            ,1453,41269,686,13568,,0
1474,2021/02/12 15:00:00+00,Howard                                            ,1769,43038,986,14554,,0
1475,2021/02/13 15:00:00+00,Howard                                            ,790,43828,514,15068,,0
1476,2021/02/14 15:00:00+00,Howard                                            ,576,44404,75,15143,,0
1477,2021/02/15 15:00:00+00,Howard                                            ,926,45330,1034,16177,,0
1478,2021/02/16 15:00:00+00,Howard                                            ,1045,46375,1107,17284,,0
1479,2021/02/17 15:00:00+00,Howard                                            ,1948,48323,804,18088,,0
1480,2021/02/18 15:00:00+00,Howard                                            ,201,48524,113,18201,,0
1481,2021/02/19 15:00:00+00,Howard                                            ,632,49156,625,18826,,0
1482,2021/02/20 15:00:00+00,Howard                                            ,673,49829,2981,21807,,0
1483,2021/02/21 15:00:00+00,Howard                                            ,456,50285,325,22132,,0
1484,2021/02/22 15:00:00+00,Howard                                            ,502,50787,478,22610,,0
1485,2021/02/23 15:00:00+00,Howard                                            ,1111,51898,570,23180,,0
1486,2021/02/24 15:00:00+00,Howard                                            ,846,52744,1990,25170,,0
1487,2021/02/25 15:00:00+00,Howard                                            ,1218,53962,2134,27304,,0
1488,2021/02/26 15:00:00+00,Howard                                            ,1362,55324,2460,29764,,0
1489,2021/02/27 15:00:00+00,Howard                                            ,1030,56354,745,30509,,0
1490,2021/02/28 15:00:00+00,Howard                                            ,1105,57459,362,30871,,0
1491,2021/03/01 15:00:00+00,Howard                                            ,1745,59204,1469,32340,,0
1492,2021/03/02 15:00:00+00,Howard                                            ,2612,61816,676,33016,,0
1493,2021/03/03 15:00:00+00,Howard                                            ,1908,63724,1607,34623,,0
1494,2021/03/04 15:00:00+00,Howard                                            ,1577,65301,768,35391,333,333
1495,2021/03/05 15:00:00+00,Howard                                            ,1715,67016,1422,36813,297,630
1496,2021/03/06 15:00:00+00,Howard                                            ,1170,68186,540,37353,469,1099
1497,2021/03/07 15:00:00+00,Howard                                            ,1051,69237,310,37663,592,1691
1498,2021/03/08 15:00:00+00,Howard                                            ,1417,70654,513,38176,769,2460
1499,2021/03/09 15:00:00+00,Howard                                            ,1524,72178,787,38963,728,3188
1500,2021/03/10 15:00:00+00,Howard                                            ,1979,74157,1681,40644,627,3815
1501,2021/03/11 15:00:00+00,Howard                                            ,1780,75937,861,41505,121,3936
1502,2021/03/12 15:00:00+00,Howard                                            ,2167,78104,1646,43151,30,3966
1503,2021/03/13 15:00:00+00,Howard                                            ,1484,79588,832,43983,17,3983
1504,2021/03/14 15:00:00+00,Howard                                            ,1395,80983,586,44569,5,3988
1505,2021/03/15 15:00:00+00,Howard                                            ,1673,82656,809,45378,11,3999
1506,2021/03/16 15:00:00+00,Howard                                            ,3036,85692,907,46285,17,4016
1507,2021/03/17 15:00:00+00,Howard                                            ,2098,87790,1674,47959,19,4035
1508,2021/03/18 15:00:00+00,Howard                                            ,2293,90083,765,48724,39,4074
1509,2021/03/19 15:00:00+00,Howard                                            ,1839,91922,792,49516,49,4123
1510,2021/03/20 15:00:00+00,Howard                                            ,2275,94197,784,50300,53,4176
1511,2021/03/21 15:00:00+00,Howard                                            ,1492,95689,614,50914,26,4202
1512,2021/03/22 15:00:00+00,Howard                                            ,1767,97456,898,51812,78,4280
1513,2021/03/23 15:00:00+00,Howard                                            ,2628,100084,1085,52897,108,4388
1514,2021/03/24 15:00:00+00,Howard                                            ,3263,103347,1154,54051,92,4480
1515,2021/03/25 15:00:00+00,Howard                                            ,2373,105720,985,55036,128,4608
1516,2021/03/26 15:00:00+00,Howard                                            ,1743,107463,1203,56239,100,4708
1517,2021/03/27 15:00:00+00,Howard                                            ,1373,108836,999,57238,76,4784
1518,2021/03/28 15:00:00+00,Howard                                            ,1282,110118,1014,58252,68,4852
1519,2021/03/29 15:00:00+00,Howard                                            ,1500,111618,1419,59671,74,4926
1520,2021/03/30 15:00:00+00,Howard                                            ,2138,113756,2533,62204,88,5014
1521,2021/03/31 15:00:00+00,Howard                                            ,2179,115935,1992,64196,250,5264
1522,2021/04/01 15:00:00+00,Howard                                            ,3014,118949,1691,65887,228,5492
1523,2021/04/02 15:00:00+00,Howard                                            ,881,119830,1263,67150,218,5710
1524,2020/12/17 15:00:00+00,Kent                                              ,5,5,,0,,0
1525,2020/12/18 15:00:00+00,Kent                                              ,1,6,,0,,0
1526,2020/12/19 15:00:00+00,Kent                                              ,1,7,,0,,0
1527,2020/12/21 15:00:00+00,Kent                                              ,10,17,,0,,0
1528,2020/12/22 15:00:00+00,Kent                                              ,12,29,,0,,0
1529,2020/12/23 15:00:00+00,Kent                                              ,5,34,,0,,0
1530,2020/12/24 15:00:00+00,Kent                                              ,1,35,,0,,0
1531,2020/12/25 15:00:00+00,Kent                                              ,1,36,,0,,0
1532,2020/12/26 15:00:00+00,Kent                                              ,64,100,,0,,0
1533,2020/12/28 15:00:00+00,Kent                                              ,12,112,,0,,0
1534,2020/12/29 15:00:00+00,Kent                                              ,60,172,,0,,0
1535,2020/12/30 15:00:00+00,Kent                                              ,73,245,,0,,0
1536,2020/12/31 15:00:00+00,Kent                                              ,123,368,,0,,0
1537,2021/01/02 15:00:00+00,Kent                                              ,1,369,,0,,0
1538,2021/01/03 15:00:00+00,Kent                                              ,78,447,,0,,0
1539,2021/01/04 15:00:00+00,Kent                                              ,35,482,,0,,0
1540,2021/01/05 15:00:00+00,Kent                                              ,89,571,,0,,0
1541,2021/01/06 15:00:00+00,Kent                                              ,78,649,,0,,0
1542,2021/01/07 15:00:00+00,Kent                                              ,23,672,5,5,,0
1543,2021/01/08 15:00:00+00,Kent                                              ,33,705,,5,,0
1544,2021/01/09 15:00:00+00,Kent                                              ,2,707,,5,,0
1545,2021/01/11 15:00:00+00,Kent                                              ,14,721,12,17,,0
1546,2021/01/12 15:00:00+00,Kent                                              ,33,754,8,25,,0
1547,2021/01/13 15:00:00+00,Kent                                              ,99,853,2,27,,0
1548,2021/01/14 15:00:00+00,Kent                                              ,13,866,3,30,,0
1549,2021/01/15 15:00:00+00,Kent                                              ,27,893,2,32,,0
1550,2021/01/16 15:00:00+00,Kent                                              ,29,922,53,85,,0
1551,2021/01/17 15:00:00+00,Kent                                              ,2,924,,85,,0
1552,2021/01/18 15:00:00+00,Kent                                              ,10,934,1,86,,0
1553,2021/01/19 15:00:00+00,Kent                                              ,71,1005,1,87,,0
1554,2021/01/20 15:00:00+00,Kent                                              ,100,1105,45,132,,0
1555,2021/01/21 15:00:00+00,Kent                                              ,126,1231,2,134,,0
1556,2021/01/22 15:00:00+00,Kent                                              ,70,1301,3,137,,0
1557,2021/01/23 15:00:00+00,Kent                                              ,10,1311,,137,,0
1558,2021/01/24 15:00:00+00,Kent                                              ,187,1498,56,193,,0
1559,2021/01/25 15:00:00+00,Kent                                              ,215,1713,5,198,,0
1560,2021/01/26 15:00:00+00,Kent                                              ,116,1829,58,256,,0
1561,2021/01/27 15:00:00+00,Kent                                              ,281,2110,5,261,,0
1562,2021/01/28 15:00:00+00,Kent                                              ,93,2203,120,381,,0
1563,2021/01/29 15:00:00+00,Kent                                              ,167,2370,10,391,,0
1564,2021/01/30 15:00:00+00,Kent                                              ,16,2386,,391,,0
1565,2021/01/31 15:00:00+00,Kent                                              ,2,2388,,391,,0
1566,2021/02/01 15:00:00+00,Kent                                              ,2,2390,7,398,,0
1567,2021/02/02 15:00:00+00,Kent                                              ,8,2398,35,433,,0
1568,2021/02/03 15:00:00+00,Kent                                              ,184,2582,23,456,,0
1569,2021/02/04 15:00:00+00,Kent                                              ,87,2669,142,598,,0
1570,2021/02/05 15:00:00+00,Kent                                              ,243,2912,31,629,,0
1571,2021/02/06 15:00:00+00,Kent                                              ,20,2932,13,642,,0
1572,2021/02/07 15:00:00+00,Kent                                              ,1,2933,,642,,0
1573,2021/02/08 15:00:00+00,Kent                                              ,316,3249,5,647,,0
1574,2021/02/09 15:00:00+00,Kent                                              ,80,3329,40,687,,0
1575,2021/02/10 15:00:00+00,Kent                                              ,537,3866,53,740,,0
1576,2021/02/11 15:00:00+00,Kent                                              ,32,3898,15,755,,0
1577,2021/02/12 15:00:00+00,Kent                                              ,25,3923,24,779,,0
1578,2021/02/13 15:00:00+00,Kent                                              ,2,3925,3,782,,0
1579,2021/02/14 15:00:00+00,Kent                                              ,2,3927,5,787,,0
1580,2021/02/15 15:00:00+00,Kent                                              ,84,4011,194,981,,0
1581,2021/02/16 15:00:00+00,Kent                                              ,27,4038,50,1031,,0
1582,2021/02/17 15:00:00+00,Kent                                              ,201,4239,89,1120,,0
1583,2021/02/18 15:00:00+00,Kent                                              ,2,4241,4,1124,,0
1584,2021/02/19 15:00:00+00,Kent                                              ,5,4246,42,1166,,0
1585,2021/02/20 15:00:00+00,Kent                                              ,2,4248,20,1186,,0
1586,2021/02/21 15:00:00+00,Kent                                              ,1,4249,24,1210,,0
1587,2021/02/22 15:00:00+00,Kent                                              ,38,4287,80,1290,,0
1588,2021/02/23 15:00:00+00,Kent                                              ,11,4298,224,1514,,0
1589,2021/02/24 15:00:00+00,Kent                                              ,63,4361,271,1785,,0
1590,2021/02/25 15:00:00+00,Kent                                              ,30,4391,213,1998,,0
1591,2021/02/26 15:00:00+00,Kent                                              ,28,4419,184,2182,,0
1592,2021/02/27 15:00:00+00,Kent                                              ,16,4435,3,2185,,0
1593,2021/02/28 15:00:00+00,Kent                                              ,24,4459,1,2186,,0
1594,2021/03/01 15:00:00+00,Kent                                              ,40,4499,35,2221,,0
1595,2021/03/02 15:00:00+00,Kent                                              ,42,4541,6,2227,,0
1596,2021/03/03 15:00:00+00,Kent                                              ,49,4590,44,2271,,0
1597,2021/03/04 15:00:00+00,Kent                                              ,37,4627,240,2511,1,1
1598,2021/03/05 15:00:00+00,Kent                                              ,22,4649,233,2744,1,2
1599,2021/03/06 15:00:00+00,Kent                                              ,11,4660,17,2761,13,15
1600,2021/03/07 15:00:00+00,Kent                                              ,21,4681,3,2764,7,22
1601,2021/03/08 15:00:00+00,Kent                                              ,40,4721,19,2783,1,23
1602,2021/03/09 15:00:00+00,Kent                                              ,71,4792,391,3174,7,30
1603,2021/03/10 15:00:00+00,Kent                                              ,65,4857,,3174,3,33
1604,2021/03/11 15:00:00+00,Kent                                              ,37,4894,547,3721,2,35
1605,2021/03/12 15:00:00+00,Kent                                              ,47,4941,7,3728,3,38
1606,2021/03/13 15:00:00+00,Kent                                              ,21,4962,7,3735,1,39
1607,2021/03/14 15:00:00+00,Kent                                              ,24,4986,2,3737,,39
1608,2021/03/15 15:00:00+00,Kent                                              ,59,5045,14,3751,52,91
1609,2021/03/16 15:00:00+00,Kent                                              ,71,5116,5,3756,,91
1610,2021/03/17 15:00:00+00,Kent                                              ,453,5569,21,3777,2,93
1611,2021/03/18 15:00:00+00,Kent                                              ,90,5659,223,4000,1,94
1612,2021/03/19 15:00:00+00,Kent                                              ,37,5696,5,4005,7,101
1613,2021/03/20 15:00:00+00,Kent                                              ,33,5729,4,4009,2,103
1614,2021/03/21 15:00:00+00,Kent                                              ,48,5777,9,4018,,103
1615,2021/03/22 15:00:00+00,Kent                                              ,59,5836,7,4025,,103
1616,2021/03/23 15:00:00+00,Kent                                              ,86,5922,15,4040,2,105
1617,2021/03/24 15:00:00+00,Kent                                              ,418,6340,35,4075,,105
1618,2021/03/25 15:00:00+00,Kent                                              ,67,6407,65,4140,,105
1619,2021/03/26 15:00:00+00,Kent                                              ,50,6457,13,4153,,105
1620,2021/03/27 15:00:00+00,Kent                                              ,10,6467,14,4167,2,107
1621,2021/03/28 15:00:00+00,Kent                                              ,18,6485,12,4179,,107
1622,2021/03/29 15:00:00+00,Kent                                              ,278,6763,31,4210,7,114
1623,2021/03/30 15:00:00+00,Kent                                              ,52,6815,46,4256,19,133
1624,2021/03/31 15:00:00+00,Kent                                              ,164,6979,57,4313,16,149
