OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
2319,2021/02/09 15:00:00+00,Unknown                                           ,546,31855,542,10453,,0
2320,2021/02/10 15:00:00+00,Unknown                                           ,541,32396,801,11254,,0
2321,2021/02/11 15:00:00+00,Unknown                                           ,665,33061,696,11950,,0
2322,2021/02/12 15:00:00+00,Unknown                                           ,605,33666,882,12832,,0
2323,2021/02/13 15:00:00+00,Unknown                                           ,220,33886,173,13005,,0
2324,2021/02/14 15:00:00+00,Unknown                                           ,334,34220,120,13125,,0
2325,2021/02/15 15:00:00+00,Unknown                                           ,421,34641,469,13594,,0
2326,2021/02/16 15:00:00+00,Unknown                                           ,644,35285,627,14221,,0
2327,2021/02/17 15:00:00+00,Unknown                                           ,633,35918,641,14862,,0
2328,2021/02/18 15:00:00+00,Unknown                                           ,258,36176,155,15017,,0
2329,2021/02/19 15:00:00+00,Unknown                                           ,483,36659,690,15707,,0
2330,2021/02/20 15:00:00+00,Unknown                                           ,406,37065,428,16135,,0
2331,2021/02/21 15:00:00+00,Unknown                                           ,161,37226,169,16304,,0
2332,2021/02/22 15:00:00+00,Unknown                                           ,277,37503,416,16720,,0
2333,2021/02/23 15:00:00+00,Unknown                                           ,415,37918,385,17105,,0
2334,2021/02/24 15:00:00+00,Unknown                                           ,645,38563,580,17685,,0
2335,2021/02/25 15:00:00+00,Unknown                                           ,655,39218,659,18344,,0
2336,2021/02/26 15:00:00+00,Unknown                                           ,924,40142,715,19059,,0
2337,2021/02/27 15:00:00+00,Unknown                                           ,627,40769,256,19315,,0
2338,2021/02/28 15:00:00+00,Unknown                                           ,564,41333,128,19443,,0
2339,2021/03/01 15:00:00+00,Unknown                                           ,913,42246,269,19712,,0
2340,2021/03/02 15:00:00+00,Unknown                                           ,1071,43317,393,20105,,0
2341,2021/03/03 15:00:00+00,Unknown                                           ,1194,44511,418,20523,11,11
2342,2021/03/04 15:00:00+00,Unknown                                           ,1196,45707,476,20999,63,74
2343,2021/03/05 15:00:00+00,Unknown                                           ,1312,47019,544,21543,100,174
2344,2021/03/06 15:00:00+00,Unknown                                           ,834,47853,194,21737,252,426
2345,2021/03/07 15:00:00+00,Unknown                                           ,636,48489,121,21858,229,655
2346,2021/03/08 15:00:00+00,Unknown                                           ,1113,49602,243,22101,309,964
2347,2021/03/09 15:00:00+00,Unknown                                           ,1019,50621,472,22573,290,1254
2348,2021/03/10 15:00:00+00,Unknown                                           ,1224,51845,397,22970,463,1717
2349,2021/03/11 15:00:00+00,Unknown                                           ,1378,53223,411,23381,196,1913
2350,2021/03/12 15:00:00+00,Unknown                                           ,1570,54793,501,23882,116,2029
2351,2021/03/13 15:00:00+00,Unknown                                           ,931,55724,253,24135,68,2097
2352,2021/03/14 15:00:00+00,Unknown                                           ,777,56501,183,24318,44,2141
2353,2021/03/15 15:00:00+00,Unknown                                           ,1418,57919,367,24685,34,2175
2354,2021/03/16 15:00:00+00,Unknown                                           ,1602,59521,564,25249,27,2202
2355,2021/03/17 15:00:00+00,Unknown                                           ,1643,61164,608,25857,32,2234
2356,2021/03/18 15:00:00+00,Unknown                                           ,1783,62947,472,26329,75,2309
2357,2021/03/19 15:00:00+00,Unknown                                           ,1760,64707,482,26811,50,2359
2358,2021/03/20 15:00:00+00,Unknown                                           ,1322,66029,406,27217,64,2423
2359,2021/03/21 15:00:00+00,Unknown                                           ,1029,67058,215,27432,15,2438
2360,2021/03/22 15:00:00+00,Unknown                                           ,1710,68768,407,27839,70,2508
2361,2021/03/23 15:00:00+00,Unknown                                           ,2411,71179,508,28347,77,2585
2362,2021/03/24 15:00:00+00,Unknown                                           ,1938,73117,618,28965,72,2657
2363,2021/03/25 15:00:00+00,Unknown                                           ,2108,75225,590,29555,115,2772
2364,2021/03/26 15:00:00+00,Unknown                                           ,1993,77218,798,30353,171,2943
2365,2021/03/27 15:00:00+00,Unknown                                           ,1632,78850,595,30948,66,3009
2366,2021/03/28 15:00:00+00,Unknown                                           ,1594,80444,472,31420,54,3063
2367,2021/03/29 15:00:00+00,Unknown                                           ,1949,82393,943,32363,77,3140
2368,2021/03/30 15:00:00+00,Unknown                                           ,1966,84359,1056,33419,155,3295
2369,2021/03/31 15:00:00+00,Unknown                                           ,2318,86677,1276,34695,287,3582
2370,2021/04/01 15:00:00+00,Unknown                                           ,1792,88469,1243,35938,299,3881
2371,2021/04/02 15:00:00+00,Unknown                                           ,1211,89680,1039,36977,296,4177
2372,2020/12/16 15:00:00+00,Washington                                        ,3,3,,0,,0
2373,2020/12/17 15:00:00+00,Washington                                        ,4,7,,0,,0
2374,2020/12/18 15:00:00+00,Washington                                        ,70,77,,0,,0
2375,2020/12/21 15:00:00+00,Washington                                        ,162,239,,0,,0
2376,2020/12/22 15:00:00+00,Washington                                        ,229,468,,0,,0
2377,2020/12/23 15:00:00+00,Washington                                        ,100,568,,0,,0
2378,2020/12/24 15:00:00+00,Washington                                        ,5,573,,0,,0
2379,2020/12/25 15:00:00+00,Washington                                        ,2,575,,0,,0
2380,2020/12/26 15:00:00+00,Washington                                        ,1,576,,0,,0
2381,2020/12/27 15:00:00+00,Washington                                        ,109,685,,0,,0
2382,2020/12/28 15:00:00+00,Washington                                        ,265,950,,0,,0
2383,2020/12/29 15:00:00+00,Washington                                        ,206,1156,,0,,0
2384,2020/12/30 15:00:00+00,Washington                                        ,287,1443,,0,,0
2385,2020/12/31 15:00:00+00,Washington                                        ,186,1629,,0,,0
2386,2021/01/01 15:00:00+00,Washington                                        ,169,1798,,0,,0
2387,2021/01/02 15:00:00+00,Washington                                        ,19,1817,,0,,0
2388,2021/01/03 15:00:00+00,Washington                                        ,96,1913,,0,,0
2389,2021/01/04 15:00:00+00,Washington                                        ,366,2279,,0,,0
2390,2021/01/05 15:00:00+00,Washington                                        ,212,2491,,0,,0
2391,2021/01/06 15:00:00+00,Washington                                        ,484,2975,2,2,,0
2392,2021/01/07 15:00:00+00,Washington                                        ,558,3533,3,5,,0
2393,2021/01/08 15:00:00+00,Washington                                        ,441,3974,71,76,,0
2394,2021/01/09 15:00:00+00,Washington                                        ,39,4013,3,79,,0
2395,2021/01/10 15:00:00+00,Washington                                        ,10,4023,3,82,,0
2396,2021/01/11 15:00:00+00,Washington                                        ,221,4244,156,238,,0
2397,2021/01/12 15:00:00+00,Washington                                        ,274,4518,208,446,,0
2398,2021/01/13 15:00:00+00,Washington                                        ,530,5048,101,547,,0
2399,2021/01/14 15:00:00+00,Washington                                        ,555,5603,13,560,,0
2400,2021/01/15 15:00:00+00,Washington                                        ,422,6025,7,567,,0
2401,2021/01/16 15:00:00+00,Washington                                        ,37,6062,,567,,0
2402,2021/01/17 15:00:00+00,Washington                                        ,36,6098,73,640,,0
2403,2021/01/18 15:00:00+00,Washington                                        ,11,6109,242,882,,0
2404,2021/01/19 15:00:00+00,Washington                                        ,368,6477,143,1025,,0
2405,2021/01/20 15:00:00+00,Washington                                        ,527,7004,279,1304,,0
2406,2021/01/21 15:00:00+00,Washington                                        ,730,7734,133,1437,,0
2407,2021/01/22 15:00:00+00,Washington                                        ,629,8363,102,1539,,0
2408,2021/01/23 15:00:00+00,Washington                                        ,69,8432,3,1542,,0
2409,2021/01/24 15:00:00+00,Washington                                        ,140,8572,60,1602,,0
2410,2021/01/25 15:00:00+00,Washington                                        ,596,9168,327,1929,,0
2411,2021/01/26 15:00:00+00,Washington                                        ,515,9683,193,2122,,0
2412,2021/01/27 15:00:00+00,Washington                                        ,524,10207,458,2580,,0
2413,2021/01/28 15:00:00+00,Washington                                        ,557,10764,392,2972,,0
2414,2021/01/29 15:00:00+00,Washington                                        ,497,11261,8,2980,,0
2415,2021/01/30 15:00:00+00,Washington                                        ,43,11304,29,3009,,0
2416,2021/01/31 15:00:00+00,Washington                                        ,2,11306,1,3010,,0
2417,2021/02/01 15:00:00+00,Washington                                        ,408,11714,10,3020,,0
2418,2021/02/02 15:00:00+00,Washington                                        ,709,12423,43,3063,,0
2419,2021/02/03 15:00:00+00,Washington                                        ,418,12841,253,3316,,0
2420,2021/02/04 15:00:00+00,Washington                                        ,1216,14057,141,3457,,0
2421,2021/02/05 15:00:00+00,Washington                                        ,952,15009,444,3901,,0
2422,2021/02/06 15:00:00+00,Washington                                        ,11,15020,16,3917,,0
2423,2021/02/07 15:00:00+00,Washington                                        ,14,15034,35,3952,,0
2424,2021/02/08 15:00:00+00,Washington                                        ,794,15828,211,4163,,0
2425,2021/02/09 15:00:00+00,Washington                                        ,375,16203,256,4419,,0
2426,2021/02/10 15:00:00+00,Washington                                        ,513,16716,309,4728,,0
2427,2021/02/11 15:00:00+00,Washington                                        ,512,17228,507,5235,,0
